APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
906,3895,SULLIVAN NICOLAIDES PATH,ROSEWOOD VILLAGE SHOP 2 44 JOHN ST,ROSEWOOD QLD 4340,15/07/2024,14/07/2026
906,3896,SULLIVAN NICOLAIDES PATH,ACC PORTION EASTPOINT S/VLG SHOP 1A 799 BALLINA RD,GOONELLABAH NSW 2480,18/07/2024,17/07/2026
906,3897,DOUGLASS HANLY MOIR PATH,PATHOLOGY SUITE U 3 106 SIRIUS DR,LAKEWOOD NSW 2443,22/07/2024,21/07/2026
906,3898,DOUGLASS HANLY MOIR PATH,"PATH SE, NORWEST MED CENTRE SE 106 L 1 9 NORBRIK DR",BELLA VISTA NSW 2153,29/07/2024,28/07/2026
906,3900,CLINIPATH PATHOLOGY,PATH RM NEXT PRAC TNCY 21 G 3 AIRLIE ST,CLAREMONT WA 6010,09/09/2024,08/09/2026
906,3901,CLINPATH LABORATORIES,PATH SE TEN G.04 GF 46 JOHN RICE AVE,ELIZABETH VALE SA 5112,22/07/2024,21/07/2026
906,3902,MELBOURNE PATHOLOGY,PATH SE HUGHES PARADE M/C L 1 147 HUGHES PDE,RESERVOIR VIC 3073,22/07/2024,21/07/2026
906,3903,MELBOURNE PATHOLOGY,PATH SE AT KILMORE M/P 105 POWLETT ST,KILMORE VIC 3764,22/07/2024,21/07/2026
906,3904,MELBOURNE PATHOLOGY,PATH SE CUTHBERT MED CTR 136 CUTHBERT ST,BROADMEADOWS VIC 3047,22/07/2024,21/07/2026
906,3905,MELBOURNE PATHOLOGY,PATH SE GETWELL MEDICAL CTR 75 ARTHUR ST,ST ALBANS VIC 3021,24/07/2024,23/07/2026
906,3906,SULLIVAN NICOLAIDES PATH,"PATH SE, HEALTHLINK FAM M/C 529 ROSS RIVER RD",CRANBROOK QLD 4814,29/07/2024,28/07/2026
906,3907,DOUGLASS HANLY MOIR PATH,PATH RM OCHRE M/C BLDG 1470 353 PANORAMA AVE,BATHURST NSW 2795,05/08/2024,04/08/2026
906,3909,SULLIVAN NICOLAIDES PATH,PATH SE RAMSAY STREET G/P U 1 27 RAMSAY ST,CLONCURRY QLD 4824,02/08/2024,01/08/2026
906,3910,MELBOURNE PATHOLOGY,PATH RM 08 QUALITAS M/PRAC SE 3 G 271 CLAYTON RD,CLAYTON VIC 3168,29/07/2024,28/07/2026
906,3911,MELBOURNE PATHOLOGY,"PATH SE, HUGHSDALE FMLY MC 36 POATH RD",HUGHESDALE VIC 3166,05/08/2024,04/08/2026
906,3912,CAPITAL PATHOLOGY,TNCY G3 EQUINOX 2 G 70 KENT ST,DEAKIN ACT 2600,07/08/2024,06/08/2026
906,3913,CLINIPATH PATHOLOGY,PTH RM GP SUPERCLINIC BLK 1 6 CENTENNIAL PL,MIDLAND WA 6056,12/08/2024,11/08/2026
906,3914,DOUGLASS HANLY MOIR PATH,SHOP 2 334 GRIFFITH RD,LAVINGTON NSW 2641,12/08/2024,11/08/2026
906,3915,CLINIPATH PATHOLOGY,"PATH SE, CANNINGTON HLTH CL 8 OAK ST",CANNINGTON WA 6107,12/08/2024,11/08/2026
906,3917,NORTH WEST PATHOLOGY,SHOP 1 131 STEELE ST,DEVONPORT TAS 7310,23/08/2024,22/08/2026
906,3918,DOUGLASS HANLY MOIR PATH,SE 1 G 1273 PACIFIC HWY,TURRAMURRA NSW 2074,19/08/2024,18/08/2026
906,3919,MELBOURNE PATHOLOGY,DANDENONG VILL MC SHOP 5 81-125 PRINCES HWY,DANDENONG SOUTH VIC 3175,26/08/2024,25/08/2026
906,3920,MELBOURNE PATHOLOGY,PTH SE EDWARDES ST FAM CLC 32 EDWARDES ST,RESERVOIR VIC 3073,28/08/2024,27/08/2026
906,3921,CLINPATH LABORATORIES,"PATH RM, SP DAY & NIGHT MC G 154 BRIGHTON RD",SOMERTON PARK SA 5044,02/09/2024,01/09/2026
906,3922,MELBOURNE PATHOLOGY,PATH SE ALFREDTON MED CTR 19 LEOPOLD ST,ALFREDTON VIC 3350,28/08/2024,27/08/2026
906,3923,CLINIPATH PATHOLOGY,MURDOCH SQ SH13 SE102 GF L 1 44 BARRY MARSHALL PDE,MURDOCH WA 6150,09/09/2024,08/09/2026
906,3924,MELBOURNE PATHOLOGY,PATH RM AT MOLE CHECK CLC 25 SEPARATION ST,NORTHCOTE VIC 3070,09/09/2024,08/09/2026
906,3925,DOUGLASS HANLY MOIR PATH,BLDG A TALLAWONG VILLAGE G SHOP 43 2 CONFERTA AVE,TALLAWONG NSW 2762,16/09/2024,15/09/2026
906,3926,DOUGLASS HANLY MOIR PATH,63 WYNTER ST,TAREE NSW 2430,11/09/2024,10/09/2026
906,3927,HOBART PATHOLOGY,PATH SE TREASURY MEDICAL G 32 DAVEY ST,HOBART TAS 7000,23/09/2024,22/09/2026
906,3928,MELBOURNE PATHOLOGY,SHOWGROUNDS VILLAGE S/C SHOP 2 320-380 EPSOM RD,FLEMINGTON VIC 3031,24/09/2024,23/09/2026
906,3929,MELBOURNE PATHOLOGY,PATH RM BUNYIP MEDICAL CLNC 11 ABECKETT RD,BUNYIP VIC 3815,23/09/2024,22/09/2026
906,3930,MELBOURNE PATHOLOGY,PATHOLOGY ROOM 1 CAMBRIDGE ST,LANG LANG VIC 3984,23/09/2024,22/09/2026
906,3931,CLINIPATH PATHOLOGY,PATH RM BELRIDGE MED CTR 265 EDDYSTONE AVE,BELDON WA 6027,20/09/2024,19/09/2026
906,3932,MELBOURNE PATHOLOGY,PATH SE GUARDIAN MEDICAL SHOP 33 300 POINT COOK RD,POINT COOK VIC 3030,01/10/2024,30/09/2026
906,3934,MELBOURNE PATHOLOGY,PATH SE GUARDIAN MEDICAL 459 STATION ST,BOX HILL VIC 3128,01/10/2024,30/09/2026
906,3935,MELBOURNE PATHOLOGY,PATH SE GUARDIAN MED SH G6B 172 BURWOOD HWY,BURWOOD EAST VIC 3151,01/10/2024,30/09/2026
906,3936,MELBOURNE PATHOLOGY,PTH SE RADIOLOGY VIC SH 3&4 G 10-40 BURWOOD HWY,BURWOOD EAST VIC 3151,27/09/2024,26/09/2026
906,3937,DOUGLASS HANLY MOIR PATH,PATH RM GREEN SQUARE HEALTH SHOP 4 G 965 BOURKE ST,WATERLOO NSW 2017,08/10/2024,07/10/2026
906,3938,SULLIVAN NICOLAIDES PATH,"PATH RM, KIRWAN FAMILY CL SHOP 4 36 THURINGOWA DR",KIRWAN QLD 4817,14/10/2024,13/10/2026
906,3939,SULLIVAN NICOLAIDES PATH,PATH SE TENANCY CC14 &17 L 1 26 EENIE ST,NOOSAVILLE QLD 4566,11/10/2024,10/10/2026
906,3940,CLINIPATH PATHOLOGY,MIDLAND SPECIALIST CENTRE SE 9 L 1 81 YELVERTON DR,MIDLAND WA 6056,21/10/2024,20/10/2026
906,3941,MELBOURNE PATHOLOGY,PATH RM DOCS AT MILLPARK MC 250 CHILDS RD,MILL PARK VIC 3082,16/10/2024,15/10/2026
906,3942,MELBOURNE PATHOLOGY,418 HIGH ST,MELTON VIC 3337,28/10/2024,27/10/2026
906,3943,SOUTHERN IML PATHOLOGY,PATH SE WOONONA M/P L1 U 8 44-46 HOPETOUN ST,WOONONA NSW 2517,16/10/2024,15/10/2026
906,3944,CLINPATH LABORATORIES,HALLET COVE SC SHOP T35 246 LONSDALE RD,HALLETT COVE SA 5158,23/10/2024,22/10/2026
906,3945,CLINIPATH PATHOLOGY,PATH RM YOKINE MED GRP SHOP 10 30 WILUNA ST,YOKINE WA 6060,21/10/2024,20/10/2026
906,3946,MELBOURNE PATHOLOGY,PATH ROOM AT EAST KEILOR CL 46 MILLEARA RD,KEILOR EAST VIC 3033,01/11/2024,31/10/2026
906,3947,MELBOURNE PATHOLOGY,SUITE 6 ROWVILLE HEALTH G 958 STUD RD,ROWVILLE VIC 3178,29/10/2024,28/10/2026
906,3948,CLINPATH LABORATORIES,"PATH RM, FUTURE WELLNESS G 49 PORTRUSH RD",PAYNEHAM SA 5070,29/10/2024,28/10/2026
906,3949,MELBOURNE PATHOLOGY,SE 2.5 EPWORTH CENTRE L 2 32 ERIN ST,RICHMOND VIC 3121,29/10/2024,28/10/2026
906,3950,CLINPATH LABORATORIES,PATH RM FLOREAT SURG 194 MAIN SOUTH RD,MORPHETT VALE SA 5162,04/11/2024,03/11/2026
906,3951,DOUGLASS HANLY MOIR PATH,SUITES 05 & 07 1 MONA VALE RD,MONA VALE NSW 2103,29/10/2024,28/10/2026
906,3952,CLINIPATH PATHOLOGY,MOORDITJ KOORT ABORIGINAL 1 SUTHERLAND PDE,PARMELIA WA 6167,04/11/2024,03/11/2026
906,3953,LAUNCESTON PATHOLOGY,PATH RM OCHRE MEDICAL CTR 13-17 GARDINERS CREEK RD,ST MARYS TAS 7215,13/11/2024,12/11/2026
906,3954,DOUGLASS HANLY MOIR PATH,FORSTER SPECIALIST CENTRE SE 1 G 50 BRECKENRIDGE ST,FORSTER NSW 2428,18/11/2024,17/11/2026
906,3955,DOUGLASS HANLY MOIR PATH,WAGGA WAGGA SPEC MED CTR SE 5A G 325-327 EDWARD ST,WAGGA WAGGA NSW 2650,28/11/2024,27/11/2026
906,3956,CAPITAL PATHOLOGY,MARKETPLACE STAGE 1 S/C G SHOP H27-28 33 HIBBERSON ST,GUNGAHLIN ACT 2912,25/11/2024,24/11/2026
906,3957,LAUNCESTON PATHOLOGY,PATH SE HEALTH NEXUS G 24 WELLINGTON ST,LAUNCESTON TAS 7250,25/11/2024,24/11/2026
906,3960,CLINIPATH PATHOLOGY,PATH RM HOLLYWOOD GP G 4 STIRLING HWY,NEDLANDS WA 6009,25/11/2024,24/11/2026
906,3961,MELBOURNE PATHOLOGY,PATH RM AT ERROL ST M/C L 1 65-67 ERROL ST,NORTH MELBOURNE VIC 3051,30/11/2024,29/11/2026
906,3963,SULLIVAN NICOLAIDES PATH,TENANCY 1 G 36-42 MURWILLUMBAH ST,MURWILLUMBAH NSW 2484,09/12/2024,08/12/2026
906,3964,SULLIVAN NICOLAIDES PATH,LEASE A SHOP 4 2-4 ANN ST,NAMBOUR QLD 4560,20/12/2024,19/12/2026
906,3965,DOUGLASS HANLY MOIR PATH,SHOP 3 G 467-473 MILLER ST,CAMMERAY NSW 2062,02/12/2024,01/12/2026
906,3966,LAUNCESTON PATHOLOGY,PATHOLOGY SHOP 2 144 WELD ST,BEACONSFIELD TAS 7270,11/12/2024,10/12/2026
906,3967,SULLIVAN NICOLAIDES PATH,108 RICHMOND ST,WOODBURN NSW 2472,20/01/2025,19/01/2027
906,3968,SULLIVAN NICOLAIDES PATH,SHOP 9 - 10 34-40 DICKINSON ST,WONGALING BEACH QLD 4852,20/01/2025,19/01/2027
906,3969,SULLIVAN NICOLAIDES PATHOLO,SHOP RR 236A TAYLOR ST,NEWTOWN QLD 4350,06/01/2025,05/01/2027
906,3970,DOUGLASS HANLY MOIR PATH,SE 12 13 G 13 BELGRAVE ST,KOGARAH NSW 2217,09/12/2024,08/12/2026
906,3971,SULLIVAN NICOLAIDES PATH,PATH RM CLEMENTS MEDICAL U 10 17-19 CAVEY CCT,QUEENTON QLD 4820,13/01/2025,12/01/2027
906,3972,DOUGLASS HANLY MOIR PATH,SHOP 1 G 14-20 GARDENERS RD,KINGSFORD NSW 2032,09/12/2024,08/12/2026
906,3973,CLINIPATH PATHOLOGY,PATH RM SOLEIL HEALTH G 40 MARINE PDE,COTTESLOE WA 6011,09/12/2024,08/12/2026
906,3974,MELBOURNE PATHOLOGY,PATH RM RECREATION MEDICAL FL 1 1232 HIGH ST,ARMADALE VIC 3143,23/12/2024,22/12/2026
906,3975,MELBOURNE PATHOLOGY,PATH RM ESSENDON FAM MED G 96 NAPIER ST,ESSENDON VIC 3040,21/01/2025,20/01/2027
906,3976,DOUGLASS HANLY MOIR PATH,THE AUBURN SHOP 1 G 172 SOUTH PDE,AUBURN NSW 2144,16/12/2024,15/12/2026
906,3977,MELBOURNE PATHOLOGY,PTH RM AT JUNO CARE HUB 10 WHEELER ST,BERWICK VIC 3806,23/12/2024,22/12/2026
906,3978,MELBOURNE PATHOLOGY,PTH RM SANDRINGHAM GP SE 1&2 G 232-236 BLUFF RD,SANDRINGHAM VIC 3191,23/12/2024,22/12/2026
906,3979,MELBOURNE PATHOLOGY,SE 2 101 PIER ST,ALTONA VIC 3018,23/12/2024,22/12/2026
906,3981,MELBOURNE PATHOLOGY,SHOP F01 GF & L1 59-65 MAROONDAH HWY,RINGWOOD VIC 3134,23/12/2024,22/12/2026
906,3982,CLINPATH LABORATORIES,NORTHPARK SHOPPING CENTRE SHOP 68A 264 MAIN NORTH RD,PROSPECT SA 5082,01/01/2025,31/12/2026
906,3983,CAPITAL PATHOLOGY,CASEY MARKET TOWN SHOP 1 15 KINGSLAND PDE,CASEY ACT 2913,13/01/2025,12/01/2027
906,3985,CAPITAL PATHOLOGY,FLORINA BUILDING U 4 G 2-12 GAREMA PL,CANBERRA CITY ACT 2601,13/01/2025,12/01/2027
906,3986,SOUTHERN IML PATHOLOGY,PATH RM SHOALHAVEN HEADS FP 106 SHOALHAVEN HEADS RD,SHOALHAVEN HEADS NSW 2535,22/01/2025,21/01/2027
906,3987,SOUTHERN IML PATHOLOGY,"PATH RM, MOLLYMOOK MED CTR 78 TALLWOOD AVE",MOLLYMOOK NSW 2539,22/01/2025,21/01/2027
906,3988,SOUTHERN IML PATHOLOGY,PATH SE WOLLONGONG DAY SRGY L 1 354-358 CROWN ST,WOLLONGONG NSW 2500,22/01/2025,21/01/2027
906,3989,CLINPATH LABORATORIES,PATH RM NEWTON GP CLINIC SHOP 3 176-180 GORGE RD,NEWTON SA 5074,03/02/2025,02/02/2027
906,3990,SULLIVAN NICOLAIDES PATH,P/SE HEALTH MATTERS KARALEE SE 1 4 CENTRE CT,CHUWAR QLD 4306,14/02/2025,13/02/2027
906,3991,DOUGLASS HANLY MOIR PATH,228 HOSKINS ST,TEMORA NSW 2666,13/02/2025,12/02/2027
906,3992,DOUGLASS HANLY MOIR PATHOLO,DOUGLASS HANLY MOIR PATH SHOP 1 G 311 WEST ST,UMINA BEACH NSW 2257,11/02/2025,10/02/2027
906,3993,CLINPATH LABORATORIES,SH 4 HYDE PARK M/C SH 2&4 G 95-99 KING WILLIAM RD,HYDE PARK SA 5061,21/02/2025,20/02/2027
906,3994,CLINIPATH PATHOLOGY,VERITAS HLTH CARE MED CTR SHOP 3-4 197 RIFLE RANGE RD,RANGEWAY WA 6530,24/02/2025,23/02/2027
906,3995,LAUNCESTON PATHOLOGY,PATH RM FIRST POINT MEDICAL 22 PINE AVE,NEWSTEAD TAS 7250,24/02/2025,23/02/2027
906,3996,NORTH WEST PATHOLOGY,"THEATRE, PATRICK ST CLINIC 4-6 PATRICK ST",ULVERSTONE TAS 7315,10/03/2025,09/03/2027
906,3997,CLINIPATH PATHOLOGY,PATH RM GF GENESISCARE U 3 35 MINILYA PKWY,GREENFIELDS WA 6210,04/03/2025,03/03/2027
906,3998,SOUTHERN IML PATHOLOGY,PATH AREA GF AMELIE PRIVATE 385 CROWN ST,WOLLONGONG NSW 2500,28/02/2025,27/02/2027
906,3999,DOUGLASS HANLY MOIR PATH,SE 103 G 35 BELGRAVE ST,KEMPSEY NSW 2440,10/03/2025,09/03/2027
906,4000,SOUTHERN IML PATHOLOGY,RM 126J L 1 2 NORTHFIELDS AVE,KEIRAVILLE NSW 2500,07/03/2025,06/03/2027
906,4001,DOUGLASS HANLY MOIR PATH,PTH RM MILLTHORPE MED PRACT 44 VICTORIA ST,MILLTHORPE NSW 2798,17/03/2025,16/03/2027
906,4002,SULLIVAN NICOLAIDES PATH,MEDICROSS ROTHWELL SHOP 10C 763 DECEPTION BAY RD,ROTHWELL QLD 4022,18/03/2025,17/03/2027
906,4004,CLINIPATH PATHOLOGY,PATH RM DIANELLA FAM MED CT 294 GRAND PROM,DIANELLA WA 6059,28/03/2025,27/03/2027
906,4005,HOBART PATHOLOGY,LAUDERDALE MED CONSULT 5 444 SOUTH ARM RD,LAUDERDALE TAS 7021,07/04/2025,06/04/2027
906,4006,CLINIPATH PATHOLOGY,PTH RMS CANNING VALE M/C U 9&10 98 WARATAH BVD,CANNING VALE WA 6155,24/03/2025,23/03/2027
906,4007,CLINIPATH PATHOLOGY,SHENTON AVE M/C U3A&3B G 94 DELAMERE AVE,CURRAMBINE WA 6028,01/04/2025,31/03/2027
906,4008,DOUGLASS HANLY MOIR PATH,PORT MACQUARIE GASTROENT G 15 CHANCELLORS DR,THRUMSTER NSW 2444,07/04/2025,06/04/2027
906,4009,DOUGLASS HANLY MOIR PATH,GROUND FLOOR U 11 112 MAJORS BAY RD,CONCORD NSW 2137,14/04/2025,13/04/2027
906,4010,MELBOURNE PATHOLOGY,PATH RM GRANT ST MED CENTRE G 3B GRAHAM ST,BACCHUS MARSH VIC 3340,23/04/2025,22/04/2027
906,4011,SULLIVAN NICOLAIDES PATH,PATHOLOGY SUITE SHOP 1 54 KATHERINE TCE,KATHERINE NT 850,18/04/2025,17/04/2027
906,4012,CLINPATH LABORATORIES,"PATH ROOM, PHYSICIANS SA 738 NORTH EAST RD",HOLDEN HILL SA 5088,14/04/2025,13/04/2027
906,4013,CLINPATH LABORATORIES,"PATH ROOM, PHYSICIANS SA U 2 G 23-25 METRO PDE",MAWSON LAKES SA 5095,14/04/2025,13/04/2027
906,4014,SULLIVAN NICOLAIDES PATH,PATH RM ANNANDALE DRS SHOP 10 67-101 MACARTHUR DR,ANNANDALE QLD 4814,10/05/2025,09/05/2027
906,4015,SULLIVAN NICOLAIDES PATH,TNCY 11 EXECUTIVE PLACE 2 EXECUTIVE DR,BURLEIGH WATERS QLD 4220,28/04/2025,27/04/2027
906,4016,HOBART PATHOLOGY,RETAIL 5 BLDG A MARGATE SC G 1708 CHANNEL HWY,MARGATE TAS 7054,05/05/2025,04/05/2027
906,4017,CLINIPATH PATHOLOGY,SHOP T07/08 G 45 BURRENDAH BVD,WILLETTON WA 6155,05/05/2025,04/05/2027
906,4018,DOUGLASS HANLY MOIR PATH,CHARLESTOWN GENERAL PRAC SE 102 L 1 99 PACIFIC HWY,CHARLESTOWN NSW 2290,12/05/2025,11/05/2027
906,4019,MELBOURNE PATHOLOGY,EPWORTH EASTERN G.01 G 1 ARNOLD ST,BOX HILL VIC 3128,27/05/2025,26/05/2027
906,4020,CLINIPATH PATHOLOGY,NEXT PRACTICE EAST PERTH U L3-20 G 30 TERRACE RD,EAST PERTH WA 6004,26/05/2025,25/05/2027
906,4021,MELBOURNE PATHOLOGY,P/R AT SHV BOX HILL CLINIC G 901 WHITEHORSE RD,BOX HILL VIC 3128,28/05/2025,27/05/2027
906,4022,SULLIVAN NICOLAIDES PATH,"PATH RM, MED CTR OF GYMPIE 41 CHANNON ST",GYMPIE QLD 4570,23/06/2025,22/06/2027
906,4023,SULLIVAN NICOLAIDES PATH,TENANCY D2.7 HOME FOCUS 20 NEXUS DR,PIMPAMA QLD 4209,16/06/2025,15/06/2027
906,4024,CLINPATH LABORATORIES,PATH RM INGLE FARM HLTHCARE 219-247 MONTAGUE RD,INGLE FARM SA 5098,23/06/2025,22/06/2027
906,4025,CLINPATH LABORATORIES,PATH RM MAWSON LAKES HEALTH G 50 MAWSON BVD,MAWSON LAKES SA 5095,23/06/2025,22/06/2027
906,4026,CLINIPATH PATHOLOGY,PATH RM CAROUSEL FAMILY M/C SHOP 1181 1358 ALBANY HWY,CANNINGTON WA 6107,30/06/2025,29/06/2027
906,4027,SULLIVAN NICOLAIDES PATH,PTH SE MACKAY FAMILY M/PRAC 328 BRIDGE RD,MACKAY WEST QLD 4740,30/06/2025,29/06/2027
906,4028,CLINIPATH PATHOLOGY,"PATH RM, CANNINGTON FAM DRS U 18B 1480 ALBANY HWY",BECKENHAM WA 6107,30/06/2025,29/06/2027
906,4029,CLINIPATH PATHOLOGY,PTH RM WCOAST HLTH ALLIANCE SE G/05 G 8 DAVIDSON TCE,JOONDALUP WA 6027,30/06/2025,29/06/2027
906,4030,CAPITAL PATHOLOGY,PATH RM BERRIDALE SURGERY 6 MYACK ST,BERRIDALE NSW 2628,01/07/2025,30/06/2027
906,4031,MELBOURNE PATHOLOGY,PATH SUITE GUARDIAN MED 63 UNION RD,ASCOT VALE VIC 3032,08/07/2025,07/07/2027
906,4032,SULLIVAN NICOLAIDES PATH,"TENANCY 6, THE FACTORY PCT 145 VICTORIA ST",WARWICK QLD 4370,14/07/2025,13/07/2027
906,4033,DOUGLASS HANLY MOIR PATH,"PATH RM, MANNING ST MEDICAL 76-78 MANNING ST",TUNCURRY NSW 2428,25/07/2025,24/07/2027
906,4034,CLINIPATH PATHOLOGY,"PATH ROOM, AKANA WELLNESS G 63 RAILWAY PDE",MOUNT LAWLEY WA 6050,14/07/2025,13/07/2027
906,4035,NORTH WEST PATHOLOGY,SHOP 3 135 GILBERT ST,LATROBE TAS 7307,17/07/2025,16/07/2027
906,4036,NORTH WEST PATHOLOGY,"COL RM, MY CLINIC PLUS EAST 13 STEPHEN ST",EAST DEVONPORT TAS 7310,28/07/2025,27/07/2027
906,4037,MELBOURNE PATHOLOGY,"PATH SUITE, SOUTH COAST MED G 1 O'DONOHUE ST",DROMANA VIC 3936,05/08/2025,04/08/2027
906,4038,MELBOURNE PATHOLOGY,PATH SE HEATHMOUNT HLTHCARE 44A CANTERBURY RD,HEATHMONT VIC 3135,25/07/2025,24/07/2027
906,4039,CLINIPATH PATHOLOGY,PATH RM SUNSET SKIN & M/C SHOP 3 110 CHAPMAN RD,GERALDTON WA 6530,28/07/2025,27/07/2027
906,4040,SULLIVAN NICOLAIDES PATH,PATH RM LINDEN MEDICAL CTR G 11A BAROLIN ST,BUNDABERG QLD 4670,04/08/2025,03/08/2027
906,4041,CLINPATH LABORATORIES,SHOP 17 G 330-356 SEAVIEW RD,HENLEY BEACH SA 5022,13/08/2025,12/08/2027
906,4042,DOUGLASS HANLY MOIR PATH,U 7 2A WALKER ST,BOWRAL NSW 2576,25/08/2025,24/08/2027
906,4043,MELBOURNE PATHOLOGY,PTH RM CURE & CARE FAM PRAC 18 SINCLAIR ST,DROUIN VIC 3818,25/08/2025,24/08/2027
906,4044,CLINIPATH PATHOLOGY,FIRST STEP FERTILITY SHOP E06 G 420 JOONDALUP DR,JOONDALUP WA 6027,25/08/2025,24/08/2027
906,4045,CLINIPATH PATHOLOGY,KOONDOOLA AVE M/C SHOP 4B 34 KOONDOOLA AVE,KOONDOOLA WA 6064,25/08/2025,24/08/2027
906,4046,SULLIVAN NICOLAIDES PATH,"PATH SE, MEDICROSS COOMERA SHOP B6 G 2 CITY CENTRE DR",UPPER COOMERA QLD 4209,25/08/2025,24/08/2027
906,4047,CLINPATH LABORATORIES,PARABANKS SHOPPING CENTRE SHOP 10 68 JOHN ST,SALISBURY SA 5108,01/09/2025,31/08/2027
906,4048,CLINIPATH PATHOLOGY,PATH RM KWINANA MED CTR 6-12 PACE RD,MEDINA WA 6167,27/08/2025,26/08/2027
906,4049,CAPITAL PATHOLOGY,SE 2 151 COWPER ST,DICKSON ACT 2602,01/09/2025,31/08/2027
906,4050,HOBART PATHOLOGY,PATH RM MT NELSON MED CTR U 1 10 OLINDA GR,MOUNT NELSON TAS 7007,16/09/2025,15/09/2027
906,4051,DOUGLASS HANLY MOIR PATH,SHOP 2.02 HYDE PARK MED CTR L 2 298 PITT ST,SYDNEY NSW 2000,08/09/2025,07/09/2027
906,4052,CLINIPATH PATHOLOGY,PATH RM MARVIECARE MED CTR 8C CHAPMAN RD,GERALDTON WA 6530,08/09/2025,07/09/2027
906,4053,SULLIVAN NICOLAIDES PATH,OAKEY CENTRAL SHOP 4 157 BRIDGE ST,OAKEY QLD 4401,15/09/2025,14/09/2027
906,4054,MELBOURNE PATHOLOGY,PATH RM RIVER ST MED G EAST 10 RIVER ST,SOUTH YARRA VIC 3141,17/09/2025,16/09/2027
906,4055,CLINIPATH PATHOLOGY,"PTH RM, BUTLER VILL MED CTR U 3 G 2 MARCHWOOD BVD",BUTLER WA 6036,15/09/2025,14/09/2027
906,4056,MELBOURNE PATHOLOGY,165 MOLLISON ST,KYNETON VIC 3444,22/09/2025,21/09/2027
906,4057,MELBOURNE PATHOLOGY,PATH RM GLEN HUNTLY M/C G 1108 GLEN HUNTLY RD,GLEN HUNTLY VIC 3163,22/09/2025,21/09/2027
906,4058,MELBOURNE PATHOLOGY,PATHOLOGY SUITE 2 PARK CRES,BORONIA VIC 3155,01/10/2025,30/09/2027
906,4059,MELBOURNE PATHOLOGY,TENANCY 3 LUCAS UFS MEDICAL G 25 MERZ ST,LUCAS VIC 3350,01/10/2025,30/09/2027
906,4060,SULLIVAN NICOLAIDES PATH,"TENANCY 6C GF, THE DOME 134 VICTORIA ST",MACKAY QLD 4740,01/10/2025,30/09/2027
906,4061,CLINIPATH PATHOLOGY,PATH RM COASTAL GEN PRACT 63 CHARLES RILEY RD,NORTH BEACH WA 6020,30/09/2025,29/09/2027
906,4062,CLINIPATH PATHOLOGY,"PATH RM, RASANRA MEDICAL U 1 179 HIGH RD",WILLETTON WA 6155,30/09/2025,29/09/2027
906,4063,DOUGLASS HANLY MOIR PATHOLO,PATH SE FOUNTAIN ST G/P L 1 21 FOUNTAIN ST,ALEXANDRIA NSW 2015,26/09/2025,25/09/2027
906,4064,CLINIPATH PATHOLOGY,PATH SE HEALTH BY NURTURE U 7 42 STRICKLAND ST,BUNBURY WA 6230,30/09/2025,29/09/2027
906,4065,DOUGLASS HANLY MOIR PATHOLO,PATH RM GULGONG M/C G 102 HERBERT ST,GULGONG NSW 2852,13/10/2025,12/10/2027
906,4066,CLINIPATH PATHOLOGY,SE G.03 VICTORIA MED GROUP G 734 ALBANY HWY,EAST VICTORIA PA WA 6101,29/09/2025,28/09/2027
906,4067,CLINIPATH PATHOLOGY,"PATH RM, SHENTON PARK FP SHOP 1 G 1 SEYMOUR AVE",SHENTON PARK WA 6008,02/10/2025,01/10/2027
906,4068,CLINIPATH PATHOLOGY,PTH RM HEALTH WATCH CLINICS U 3 488 STIRLING HWY,PEPPERMINT GROVE WA 6011,06/10/2025,05/10/2027
906,4069,CLINPATH LABORATORIES,PTH RM MOUNT COMPASS MC SH5 30-34 VICTOR HARBOR RD,MOUNT COMPASS SA 5210,07/10/2025,06/10/2027
906,4070,CLINPATH LABORATORIES,AHA SEAFORD MEADOWS BLDG 2 2-20 PROW DR,SEAFORD MEADOWS SA 5169,07/10/2025,06/10/2027
906,4071,CLINIPATH PATHOLOGY,PATH L1 SOUTHERN CL 1&2 PBH 129 MELVILLE PDE,COMO WA 6152,13/10/2025,12/10/2027
906,4072,MELBOURNE PATHOLOGY,PATHOLOGY SUITE 2 LAVIDGE ST,HAWTHORN VIC 3122,22/10/2025,21/10/2027
906,4073,DOUGLASS HANLY MOIR PATH,PATH ROOM ALFORDS PT M/P G 60 COACHWOOD CRES,ALFORDS POINT NSW 2234,27/10/2025,26/10/2027
906,4074,SULLIVAN NICOLAIDES PATH,"PATH RM, DRS OF TEWANTIN 22 DOONELLA ST",TEWANTIN QLD 4565,10/11/2025,09/11/2027
906,4075,DOUGLASS HANLY MOIR PATH,PATH RM MYHEALTH GABLES GF SHOP 21 2 LAKEFRONT CRES,GABLES NSW 2765,06/11/2025,05/11/2027
906,4076,CLINIPATH PATHOLOGY,PATH SE MOORDITJ KOORT AC 8 CHURCH AVE,ARMADALE WA 6112,17/11/2025,16/11/2027
906,4077,CLINIPATH PATHOLOGY,"PATH RM, PRIMO M/C SHOP 10 366 GRAND PROM",DIANELLA WA 6059,17/11/2025,16/11/2027
906,4078,SULLIVAN NICOLAIDES PATH,"PATH RM, CLIFTON M/P 20 NORMAN ST",CLIFTON QLD 4361,17/11/2025,16/11/2027
